Name,Description,Tags,URL,Funding,LaunchDate,MarketCap,XFollowers,Status,Investors,XHandle,Logo
Enzyme,- a composable Web3 asset management protocol.,Decentralized exchanges,https://www.alchemy.com/dapps/enzyme,,,,,Active,,,https://res.cloudinary.com/alchemy-website/image/upload/v1694675574/dapp-store/dapp-logos/Enzyme.jpg
CoinStats,Alchemy Customer is a free cryptocurrency portfolio management and DeFi wallet app.+5,Crypto portfolio dashboards,https://www.alchemy.com/dapps/coinstats,,,,,Active,,,https://res.cloudinary.com/alchemy-website/image/upload/v1694675527/dapp-store/dapp-logos/CoinStats.png
Binance CEX,Binance is a cryptocurrency exchange which is the largest exchange in the world in terms of daily trading volume of cryptocurrencies,CEX,https://www.binance.com,,,,,Live,,@binance,https://icons.llama.fi/binance-cex.jpg
OKX,"OKX, formerly known as OKEx, is a Seychelles-based cryptocurrency exchange and derivatives exchange that provides a platform for trading various instruments such as spot and derivative",CEX,https://www.okx.com,,,$1.8B,,Live,,@okx,https://icons.llama.fi/okx.jpg
Bitfinex,"Bitfinex facilitates a graphical trading experience with advanced charting functionality that allows traders to visualise orders, positions and price alerts",CEX,https://www.bitfinex.com,,,,,Live,,@bitfinex,https://icons.llama.fi/bitfinex.png
SSV Network,"SSV Network enables decentralized Ethereum validation by distributing validator operations across multiple nodes, providing infrastructure for secure and decentralized staking.",Staking Pool,https://ssv.network/,,,$38.6M,,Live,,@ssv_network,https://icons.llama.fi/ssv-network.jpg
Bybit,"Crypto trading experience elevated. Buy, sell, trade BTC, altcoins & NFTs. Get access to the spot and futures market or stake your coins securely.",CEX,https://www.bybit.com,,,,,Live,,@Bybit_Official,https://icons.llama.fi/bybit.png
Robinhood,Democratizing finance for all. Crypto trading: Robinhood Crypto.,CEX,https://robinhood.com,,,,,Live,,@RobinhoodApp,https://icons.llama.fi/robinhood.jpg
Binance staked ETH,A token created by depositing BETH into the BETH wrapper. Each WBETH represents 1 BETH (1:1 to staked ETH) plus all of its accrued ETH2.0 staking rewards,Liquid Staking,https://www.binance.com/en/wbeth,,,,,Live,,@binance,https://icons.llama.fi/binance-staked-eth.png
Morpho V1,Morpho Blue is a trustless and efficient lending primitive with permissionless market creation,Lending,https://app.morpho.org,,,,,Live,,@MorphoLabs,https://icons.llama.fi/morpho-v1.png
Sky Lending,"The USDS stablecoin powers the open Sky ecosystem. It is the upgraded version of DAI, providing new ways for you to have more rewarding crypto experiences.",CDP,https://app.sky.money/,,,,,Live,,@SkyEcosystem,https://icons.llama.fi/sky-lending.jpg
Gemini,"We build crypto products that are simple, elegant, and secure. Whether you are an individual or an institution, we want to help you buy, sell, and store your bitcoin and cryptocurrency.",CEX,https://www.gemini.com,,,,,Live,,@Gemini,https://icons.llama.fi/gemini.jpg
Bitget,Bitget is the leading crypto exchange platform for crypto derivatives trading.,CEX,https://www.bitget.com,,,,,Live,,@bitget,https://icons.llama.fi/bitget.jpg
ether.fi Stake,Decentralized and non-custodial Ethereum staking protocol.,Liquid Restaking,https://www.ether.fi/refer/04bb2542,,,,,Live,,@ether_fi,https://icons.llama.fi/ether.fi.jpg
HTX,Huobi Global is a world-leading cryptocurrency trading exchange.,CEX,https://www.htx.com/,,,,,Live,,@HuobiGlobal,https://icons.llama.fi/htx.png
Gate,"Established in 2013, Gate is a cryptocurrency exchange serving over 50 million global users. The platform supports spot trading, futures trading, margin trading, and wealth management products for more than 4,500 cryptocurrencies, using zero-knowledge technology to ensure transparency and verifiability of user assets. Various Gate entities have obtained or completed regulatory registrations, licences, authorizations, or approvals across various jurisdictions, such as Lithuania, Argentina, Malta, Italy, Gibraltar, Bahamas, and Hong Kong. In 2024, Gate Group also completed the acquisition of a Japan-licensed exchange. In April 2025, Gate Technology FZE ('Gate Dubai'), a part of Gate Group, obtained a full operational license from the Virtual Assets Regulatory Authority (VARA) in Dubai. In October 2025, Gate Technology Ltd., a part of Gate Group, secured the MiCA license from Malta Financial Services Authority to provide crypto asset exchange and custody services to its clients. In February 2026, Gate Technology Ltd, officially obtained a Payment Institution license under the EU's Second Payment Services Directive (PSD2) from the Malta Financial Services Authority (MFSA).",CEX,https://www.gate.com,,,$1.1B,,Live,,@Gate,https://icons.llama.fi/gate.jpg
MEXC,Find your next Moonshot.,CEX,https://www.mexc.com,,,,,Live,,@MEXC_Official,https://icons.llama.fi/mexc.jpg
Deribit,World's biggest Bitcoin and Ethereum Options Exchange and the most advanced crypto derivatives trading platform with up to 50x leverage on Crypto Futures.,CEX,https://www.deribit.com,,,,,Live,,@DeribitExchange,https://icons.llama.fi/deribit.png
USDT0,USDT0 is a one stop solution for Tether’s Interoperability and Expansion.,Bridge,https://usdt0.to,,,,,Live,,@USDT0_to,https://icons.llama.fi/usdt0.jpg
KuCoin,cex,CEX,https://www.kucoin.com,,,,,Live,,@kucoincom,https://icons.llama.fi/kucoin.jpg
Tether Gold,"Tether Gold (XAUt) is a token that provides you ownership of real physical gold. By putting gold on a Blockchain, we unlock a variety of characteristics that typically only crypto assets possess",RWA,https://gold.tether.to/,,,$2.7B,,Live,,@tethergold,https://icons.llama.fi/tether-gold.png
Grove Finance,"Grove is a capital allocation protocol within the Sky (formerly MakerDAO) ecosystem, launched June 2025. It deploys capital into tokenized RWA assets, Aave lending, Morpho vaults, and Curve LP positions across Ethereum, Base, Avalanche, and Plume",Onchain Capital Allocator,https://data.grove.finance/,,,,,Live,,@grovedotfinance,https://icons.llama.fi/grove-finance.jpg
BlackRock BUIDL,BlackRock USD Institutional Digital Liquidity Fund,RWA,https://securitize.io/,,,$2.5B,,Live,,@BlackRock,https://icons.llama.fi/blackrock-buidl.png
Circle USYC,"Circle USYC is a regulated DeFi platform with permissioned smart contracts, on-chain transparency, and customizable investment strategies for optimized risk-reward profiles.  USYC is a Hashnote product which provides exposure to short duration US Treasuries and Reverse Repo on US Treasuries",RWA,https://www.circle.com/usyc,,,,,Live,,@circle,https://icons.llama.fi/circle-usyc.png
Ondo Yield Assets,This share class provides liquid exposure to an ETF of short-term U.S. Treasuries,RWA,https://ondo.finance,,,,,Live,,@OndoFinance,https://icons.llama.fi/ondo-yield-assets.jpg
Crypto-com,The World Fastest Growing Crypto App.,CEX,https://crypto.com,,,,,Live,,@cryptocom,https://icons.llama.fi/crypto-com.jpg
Paxos Gold,"PAXG offers investors a cost-effective way to own investment-grade physical gold with all the benefits of the blockchain. Each Pax Gold (PAXG) token is backed by one fine troy ounce of gold, stored in LBMA vaults in London. If you own PAXG, you own the underlying physical gold, held in custody by Paxos Trust Company",RWA,https://paxos.com/paxgold/,,,$2.4B,,Live,,@Paxos,https://icons.llama.fi/paxos-gold.png
SparkLend,"SparkLend is a stablecoin lending market. Unlike other lending protocols where rates fluctuate based on utilization or loan size, SparkLend offers governance-defined rates that do not vary based on those factors. This is made possible by Spark’s Liquidity Layer (SLL), which supplies consistent stablecoin liquidity to the protocol",Lending,https://app.spark.fi/points/KNQ5HD,,,,,Live,,@sparkdotfi,https://icons.llama.fi/sparklend.jpg
Sentora,"Sentora provides the institutional-grade foundation for powering the next generation of DeFi solutions. Sentora's vault platform unlocks access to DeFi through sophisticated strategies, robust risk management, and enterprise-grade security.",Risk Curators,https://sentora.com/,,,,,Live,,@SentoraHQ,https://icons.llama.fi/sentora.jpg
Spark Liquidity Layer,"The Spark Liquidity Layer (SLL) automates liquidity provision of USDS, sUSDS, and USDC directly from Sky across various blockchain networks, DeFi protocols, and RWA",Onchain Capital Allocator,https://app.spark.fi/points/KNQ5HD,,,,,Live,,@sparkdotfi,https://icons.llama.fi/spark-liquidity-layer.jpg
Steakhouse Financial,"We build transparent, efficient, and accessible financial primitives to power the next generation of capital markets on public blockchains",Risk Curators,,,,,,Live,,@SteakhouseFi,https://icons.llama.fi/steakhouse-financial.jpg
Spark Savings,"Allows users to deposit stablecoins into USDS Savings to tap into the Sky Savings Rate, which grants users a predictable APY in USDS.",Yield,https://data.spark.fi/savings/,,,,,Live,,@sparkdotfi,https://icons.llama.fi/spark-savings.jpg
PancakeSwap AMM,The #1 AMM and yield farm on Binance Smart Chain,Dexs,https://pancakeswap.finance/,,,,,Live,,@PancakeSwap,https://icons.llama.fi/pancakeswap-amm.jpg
Portal,A token bridge built on Wormhole.,Bridge,https://portalbridge.com,,,$76.2M,,Live,,@portalbridge_,https://icons.llama.fi/portal.png
Kelp,"Kelp is the second largest liquid restaking protocol with ~$2B+ in TVL. Its liquid restaked token, rsETH, is live across 10+ major L2s and 40+ DeFi platforms, allowing users to restake while maintaining full liquidity.",Liquid Restaking,https://kelpdao.xyz/restake/?utm_source=0x798fF1e6D7AFd28c333eE6eBe03125d30ec6eF10,,,,,Live,,@KelpDAO,https://icons.llama.fi/kelp.jpg
Falcon Finance,Falcon Finance is the first universal collateralization infrastructure protocol that creates sustainable yield opportunities.,Basis Trading,https://app.falcon.finance?r=ecf7be7f48d1ce67467fc040bcc1abd5,,,$174.4M,,Live,,@falconstable,https://icons.llama.fi/falcon-finance.jpg
HashKey Exchange,HashKey Exchange is a centralized cryptocurrency exchange established in 2018 and is registered in Hong Kong.,CEX,https://www.hashkey.com,,,,,Live,,@HashKeyExchange,https://icons.llama.fi/hashkey-exchange.jpg
Anemoy Capital,"Anemoy is a web3 native asset manager powered by Centrifuge, providing investors with exposure to a broad spectrum of superior assets",RWA,https://www.anemoy.io,,,,,Live,,@anemoycapital,https://icons.llama.fi/anemoy-capital.png
Obol,"The Obol Collective is the largest Decentralized Operator Ecosystem. Powered by Obol Distributed Validators, the end game of Ethereum staking.",Staking Pool,https://obol.org/,,,$2.0M,,Live,,@Obol_Collective,https://icons.llama.fi/obol.jpg
USDD,Decentralized USD (USDD) is a fully decentralized stablecoin pegged to the US dollar through crypto reserves,CDP,https://usdd.io/,,,,,Live,,@usddio,https://icons.llama.fi/usdd.jpg
Bitkub,"No.1 licensed bitcoin exchange in Thailand that offers services to individuals who intend to buy, sell cryptocurrency",CEX,https://www.bitkub.com/,,,$61.6M,,Live,,@BitkubOfficial,https://icons.llama.fi/bitkub.jpg
Poloniex,"Poloniex is a centralized cryptocurrency exchange platform where users can deposit, trade, and withdraw a wide range of digital assets with order books, spot trading, derivatives markets, and custodial wallet services provided by the platform operator.",CEX,https://www.poloniex.com/,,,,,Live,,@Poloniex,https://icons.llama.fi/poloniex.jpg
Bitstamp,"Bitstamp makes trading easy, fast & reliable. With live customer support, staking and bank-grade security & insurance. Trusted Crypto Exchange Since 2011.",CEX,https://www.bitstamp.net,,,,,Live,,@Bitstamp,https://icons.llama.fi/bitstamp.jpg
Bitmex,BitMEX is a cryptocurrency exchange and derivative trading platform.,CEX,https://www.bitmex.com,,,$9.9M,,Live,,@BitMEX,https://icons.llama.fi/bitmex.jpg
Venus Core Pool,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.,Lending,https://app.venus.io/#/core-pool,,,,,Live,,@VenusProtocol,https://icons.llama.fi/venus-core-pool.jpg
Spiko,Spiko USTBL / EUTBL are Tokenized Money Market Funds regulated by the French Financial Markets Authority that invest in US T-Bills / Eurozone T-Bills,RWA,https://www.spiko.io/,,,,,Live,,@Spiko_finance,https://icons.llama.fi/spiko.png
Veda,"Veda is the leading DeFi vault platform, enabling crypto applications, asset issuers, and protocols to build consumer-grade cross chain yield products. Veda's technology is powering many of DeFi's largest vault products, including ether.fi Liquid, Lombard DeFi Vault, and Mantle cmETH",Onchain Capital Allocator,https://veda.tech,,,,,Live,,@veda_labs,https://icons.llama.fi/veda.jpg
Concrete,"Concrete provides full-stack yield infrastructure for DeFi, powering automated, risk-managed vault products across major ecosystems. Concrete combines quantitative modeling, modular architecture, and cross-chain integrations to deliver institutional-grade vaults with transparent, sustainable performance.",Onchain Capital Allocator,https://app.concrete.xyz,,,,,Live,,@ConcreteXYZ,https://icons.llama.fi/concrete.png
Gauntlet,"Our vaults provide risk-adjusted DeFi yields for institutional capital at scale. These strategies are optimized by our automated risk platform— designed by the most vigilant, quantitative minds in crypto.",Risk Curators,https://www.gauntlet.xyz,,,,,Live,,@gauntlet_xyz,https://icons.llama.fi/gauntlet.jpg
StakeWise V2,Stake your ETH and manage your capital flexibly with the principal and yield tokens from StakeWise.,Liquid Staking,https://stakewise.io/,,,,,Live,,@stakewise_io,https://icons.llama.fi/stakewise.png
SwissBorg,Making crypto wealth management accessible to everyone.,CEX,https://swissborg.com,,,$194.8M,,Live,,@swissborg,https://icons.llama.fi/swissborg.png
WisdomTree,"WisdomTree Connect is designed to offer seamless access to WisdomTree’s tokenized real world assets (RWA) for a range of investors and businesses. The WisdomTree Connect platform integrates the features of blockchain technology with the investment needs of both traditional and crypto-native financial institutions. By simplifying access to tokenized funds and digital assets, WisdomTree Connect paves the way for a new era in financial services",RWA,https://www.wisdomtreeprime.com/,,,,,Live,,@WisdomTreePrime,https://icons.llama.fi/wisdomtree.jpg
Liquid Collective,Liquid Collective is a non-custodial staking protocol launched on Ethereum. Liquid Collective is built and run by a collective of leading web3 teams. The protocol was initially launched in 2023.,Liquid Staking,https://liquidcollective.io,,,,,Live,,@liquid_col,https://icons.llama.fi/liquid-collective.jpg
Fluid Lending,An ever-evolving DeFi protocol and financial system of the future by Instadapp,Lending,https://fluid.io/lending/1,,,,,Live,,@0xfluid,https://icons.llama.fi/fluid-lending.png
Ondo Global Markets,Stocks on chain,RWA,https://ondo.finance,,,,,Live,,@OndoFinance,https://icons.llama.fi/ondo-global-markets.jpg
Lombard LBTC,"Lombard is transforming Bitcoin's utility from a store of value into a productive financial tool through a security-first liquid Bitcoin primitive—LBTC. LBTC is a liquid, yield-bearing, natively cross-chain, and 1:1 backed by bitcoin.",Restaked BTC,https://www.lombard.finance/app/stake/?referrer=ssybnl,,,,,Live,,@Lombard_Finance,https://icons.llama.fi/lombard-lbtc.jpg
mETH Protocol,"A permissionless, non-custodial ETH liquid staking protocol deployed on Ethereum L1 and governed by Mantle.",Liquid Staking,https://www.methprotocol.xyz/,,,$3.0M,,Live,,@mETHProtocol,https://icons.llama.fi/meth-protocol.png
OSL HK,"OSL Digital Securities is Hong Kong’s first and most established SFC-licensed and insured digital asset exchange. Operating since 2018, the platform provides institutional-grade digital asset services to corporations, financial institutions, professional and retail investors.",CEX,https://www.osl.com/en,,,,,Live,,@OSL_HK,https://icons.llama.fi/osl-hk.jpg
Aster Bridge,"Aster is a decentralized perpetual exchange built for everyone. It offers MEV-free, one-click trading with up to 1001x leverage in Simple Mode, and full-featured, pro-grade tools in Pro Mode. Backed by YZi Labs, Aster is building the future of DeFi: fast, flexible, and community-first",Bridge,https://www.asterdex.com/en/referral/c6eF10,,,,,Live,,@Aster_DEX,https://icons.llama.fi/aster-bridge.jpg
BingX,Empowering Traders. Elevate your crypto trading game at BingX. ,CEX,https://bingx.com,,,,,Live,,@BingXOfficial,https://icons.llama.fi/bingx.jpg
Tornado Cash,Non-custodial anonymous transactions on Ethereum.,Privacy,,,,$31.5M,,Live,,@TornadoCash,https://icons.llama.fi/tornado-cash.jpg
Lista Lending,Lista Lending is a decentralized P2P lending protocol on BNB Chain that uses a vault-based system to pool liquidity and allocate it across lending markets based on supply and demand.,Lending,https://lista.org/lending,,,,,Live,,@LISTA_DAO,https://icons.llama.fi/lista-lending.png
